QTR,Course,Section,Enroll Code,TITLE,UNITS,Enrolled,INSTR_1,INSTR_2,INSTR_3,Finals Type,Grading Opt,Sec Status,MAX,Seats,PRE REQ,MAJ Limit,Min Limit,Days_1,Begin_1,End_1,Room_1,Cap_1,Days_2,Begin_2,End_2,Room_2,Cap_2,Days_3,Begin_3,End_3,Room_3,Cap_3,Closed,Delay Sect,Level,Type,Extract
S13,CHIN    598  ,0100,07401,MASTER'S THESIS RES, 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00002,0002 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,CHIN    599  ,0100,07419,PH D DISS PREP     , 1.0-12.0 ,00000,                              ,                              ,                              ,N,P, ,00010,0010 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,CLASS    39  ,0100,53017,WOMEN IN CLASS LIT , 4.0      ,00000,GALLUCCI R                    ,                              ,                              ,S, , ,00075,0075 , , , ,M W F  ,1000,1050,HSSB 1173 ,0075,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CLASS    39H ,0100,56044,CLASS WOM LIT TRANS, 1.0      ,00000,GALLUCCI R                    ,                              ,                              ,S,L, ,00020,0020 ,C, , ,  W    ,1400,1450,HSSB 2201 ,0020,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CLASS    40  ,0100,07435,GREEK MYTHOLOGY    , 4.0      ,00000,PATTEN G                      ,                              ,                              ,S, ,R,00529,0529 , , , ,M W F  ,0900,0950,IV   THEA1,0529,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CLASS    40  ,0101,07443,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,    F  ,1000,1050,387  101  ,0065,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0102,07450,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,    F  ,0800,0850,HSSB 1206 ,0026,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0103,07468,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,  W    ,1800,1850,PHELP3519 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0104,07476,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , , T     ,1700,1750,GIRV 2124 ,0030,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0105,07484,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,  W    ,0800,0850,HSSB 1214 ,0026,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0106,07492,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,   R   ,0800,0850,PHELP1445 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0107,07500,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , , T     ,1700,1750,387  101  ,0065,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0108,07518,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,   R   ,0800,0850,387  104  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0109,07526,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,   R   ,1700,1750,GIRV 2124 ,0030,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0110,07534,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,  W    ,1700,1750,PHELP3523 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0111,07542,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,    F  ,1300,1350,GIRV 2129 ,0040,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0112,07559,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , , T     ,0800,0850,387  104  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0113,07567,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,   R   ,0800,0850,387  103  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0114,07575,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00026,0026 , , , ,  W    ,0800,0850,HSSB 1211 ,0026,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0115,07583,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,  W    ,1700,1750,PHELP3519 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0116,07591,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , , T     ,0800,0850,387  103  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    40  ,0117,07609,GREEK MYTHOLOGY    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00025,0025 , , , ,    F  ,1100,1150,387  101  ,0065,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CLASS    80B ,0100,53025,ROMAN CIVILIZATION , 4.0      ,00000,PELTTARI A D                  ,                              ,                              ,S, , ,00095,0095 , , , ,M W F  ,0900,0950,HSSB 1174 ,0095,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CLASS    99  ,0100,07625,INTRO TO RESEARCH  , 1.0- 3.0 ,00000,                              ,                              ,                              ,N, , ,00010,0010 ,Y, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,L,P,20130131
S13,CLASS   130  ,0100,53058,COMEDY SATIRE TRANS, 4.0      ,00000,DUTSCH D                      ,                              ,                              ,S, , ,00095,0095 , , , , T R   ,1230,1345,HSSB 1174 ,0095,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CLASS   150  ,0100,53066,FALL ANC REPUBLIC  , 4.0      ,00000,MORSTEIN-MARX                 ,                              ,                              ,S, , ,00095,0095 , , , ,M W F  ,1000,1050,HSSB 1174 ,0095,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CLASS   160  ,0100,53082,GK CITIES SANCT    , 4.0      ,00000,ERICKSON B L                  ,                              ,                              ,S, , ,00024,0024 , , , , T R   ,0930,1045,HSSB 4202 ,0024,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CLASS   185AA,0100,53462,UNDERGRAD SEMINAR  , 4.0      ,00000,MORALES H L                   ,                              ,                              ,S, , ,00024,0024 ,Y, , , T R   ,1530,1645,HSSB 4202 ,0024,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CLASS   195B ,0100,07666,HONORS THESIS      , 4.0      ,00000,                              ,                              ,                              ,N,L, ,00005,0005 ,Y,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,CLASS   198  ,0100,07674,SPECIAL READINGS   , 1.0- 4.0 ,00000,                              ,                              ,                              ,N, , ,00005,0005 ,C, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,CLASS   199  ,0100,07682,INDEPENDENT STUDIES, 1.0- 5.0 ,00000,                              ,                              ,                              ,N, , ,00005,0005 ,C, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,CLASS   199RA,0100,07690,INDEPEND. RESEARCH , 1.0- 5.0 ,00000,                              ,                              ,                              ,N, , ,00010,0010 ,C, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,CLASS   213  ,0100,53165,HIST GRK LATIN LIT , 2.0      ,00000,                              ,                              ,                              ,S, , ,00010,0010 , , , ,  W    ,1430,1620,HSSB 4065 ,0022,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,CLASS   234  ,0100,53173,SEM ARCHAEOLOGY    , 4.0      ,00000,ERICKSON B L                  ,                              ,                              ,N,L, ,00010,0010 , , , , T     ,1400,1650,HSSB 4065 ,0022,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,CLASS   501  ,0100,07716,LANG TEACH PRACT   , 2.0      ,00000,                              ,                              ,                              ,N,P, ,00005,0005 , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,CLASS   596  ,0100,07724,DIR READ & RESEARCH, 2.0- 4.0 ,00000,                              ,                              ,                              ,N, , ,00006,0006 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,CLASS   597  ,0100,07732,PREP FOR COMP EXAMS, 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00020,0020 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,CLASS   598  ,0100,07740,MA RESEARCH & PREP , 1.0- 4.0 ,00000,                              ,                              ,                              ,N,P, ,00005,0005 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,CLASS   599  ,0100,07757,PH D DISS PREP     , 2.0-12.0 ,00000,                              ,                              ,                              ,N,P, ,00003,0003 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,CMPSC     8  ,0100,07765,INTRO TO COMP SCI  , 4.0      ,00000,FRANKLIN D M                  ,                              ,                              ,S,L,R,00272,0272 , ,Y, ,M W    ,1530,1645,BRDA 1610 ,0286,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CMPSC     8  ,0101,07773,INTRO TO COMP SCI  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 , ,Y, , T     ,1000,1050,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC     8  ,0102,07781,INTRO TO COMP SCI  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 , ,Y, , T     ,1100,1150,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC     8  ,0103,07799,INTRO TO COMP SCI  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 , ,Y, , T     ,1200,1250,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC     8  ,0104,07807,INTRO TO COMP SCI  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 , ,Y, , T     ,1300,1350,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC     8  ,0105,48199,INTRO TO COMP SCI  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 , ,Y, , T     ,1400,1450,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC     8  ,0106,48207,INTRO TO COMP SCI  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 , ,Y, , T     ,1500,1550,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC     8  ,0107,48215,INTRO TO COMP SCI  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 , ,Y, , T     ,1600,1650,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC     8  ,0108,48223,INTRO TO COMP SCI  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 , ,Y, , T     ,1700,1750,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    16  ,0100,07815,PROBLEM SOLVING I  , 4.0      ,00000,COSTANZO C                    ,                              ,                              ,S,L,R,00188,0188 ,C,Y, ,M W    ,1400,1515,HFH  1104 ,0188,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CMPSC    16  ,0101,07823,PROBLEM SOLVING I  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,   R   ,1000,1050,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    16  ,0102,07831,PROBLEM SOLVING I  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,   R   ,1100,1150,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    16  ,0103,07849,PROBLEM SOLVING I  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,   R   ,1200,1250,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    16  ,0104,07856,PROBLEM SOLVING I  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,   R   ,1300,1350,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    16  ,0105,48231,PROBLEM SOLVING I  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,   R   ,1400,1450,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    16  ,0106,55749,PROBLEM SOLVING I  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,   R   ,0900,0950,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    16  ,0107,55756,PROBLEM SOLVING I  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,   R   ,1500,1550,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    24  ,0100,07864,PROBLEM SOLVING II , 4.0      ,00000,BUONI M J                     ,                              ,                              ,S,L,R,00150,0150 ,C,Y, , T R   ,1400,1515,LSB  1001 ,0159,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CMPSC    24  ,0101,07872,PROBLEM SOLVING II , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,M      ,1200,1250,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    24  ,0102,07880,PROBLEM SOLVING II , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,M      ,1300,1350,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    24  ,0103,07898,PROBLEM SOLVING II , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,M      ,1400,1450,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    24  ,0104,07906,PROBLEM SOLVING II , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,M      ,0900,0950,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    24  ,0105,07914,PROBLEM SOLVING II , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,M      ,1000,1050,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    24  ,0106,48249,PROBLEM SOLVING II , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00026,0026 ,C,Y, ,M      ,1100,1150,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    32  ,0100,07922,OBJ ORIENT DESIGN  , 4.0      ,00000,COSTANZO C                    ,                              ,                              ,S,L,R,00100,0100 ,C,Y, ,M W F  ,1200,1250,BUCHN1930 ,0100,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CMPSC    32  ,0101,07930,OBJ ORIENT DESIGN  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00033,0033 ,C,Y, ,  W    ,1500,1550,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    32  ,0102,07948,OBJ ORIENT DESIGN  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00033,0033 ,C,Y, ,  W    ,1300,1350,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    32  ,0103,07955,OBJ ORIENT DESIGN  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00034,0034 ,C,Y, ,  W    ,1400,1450,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    40  ,0100,07963,FOUNDATION COMP SCI, 4.0      ,00000,CAPPELLO P R                  ,                              ,                              ,S,L,R,00075,0075 ,C,Y, , T R   ,1530,1645,PHELP3515 ,0080,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CMPSC    40  ,0101,07971,FOUNDATION COMP SCI, 4.0      ,00000,                              ,                              ,                              ,S,L, ,00035,0035 ,C,Y, , T     ,1700,1750,387  103  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    40  ,0102,48256,FOUNDATION COMP SCI, 4.0      ,00000,                              ,                              ,                              ,S,L, ,00040,0040 ,C,Y, ,  W    ,1700,1750,GIRV 2123 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    56  ,0100,07989,ADV APP PROGRAM    , 4.0      ,00000,CONRAD P T                    ,                              ,                              ,S,L,R,00090,0090 ,C,Y, , T R   ,0930,1045,PHELP1260 ,0090,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CMPSC    56  ,0101,07997,ADV APP PROGRAM    , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,  W    ,1000,1050,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    56  ,0103,48264,ADV APP PROGRAM    , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,  W    ,1100,1150,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    56  ,0104,48272,ADV APP PROGRAM    , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,  W    ,1200,1250,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    64  ,0100,08011,COMP ORGANIZATION  , 4.0      ,00000,ZHENG H                       ,                              ,                              ,S,L,R,00060,0060 ,C,Y, , T R   ,1230,1345,387  101  ,0065,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,CMPSC    64  ,0102,08037,COMP ORGANIZATION  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,    F  ,1000,1050,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC    64  ,0103,08045,COMP ORGANIZATION  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,    F  ,1100,1150,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,CMPSC   130A ,0100,48280,DATA STRUCT ALGOR  , 4.0      ,00000,KOC C K                       ,                              ,                              ,S,L,R,00040,0040 ,C,Y, , T R   ,1100,1215,PHELP3519 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   130A ,0101,48298,DATA STRUCT ALGOR  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00040,0040 ,C,Y, , T     ,0900,0950,GIRV 2119 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   130B ,0100,08052,DATA STRUCT ALG II , 4.0      ,00000,GONZALEZ T F                  ,                              ,                              ,S,L,R,00050,0050 ,C,Y, , T R   ,1400,1515,PHELP2524 ,0055,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   130B ,0101,08060,DATA STRUCT ALG II , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00050,0050 ,C,Y, ,    F  ,1300,1350,PHELP2524 ,0055,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   138  ,0100,08086,AUT & FORML LANG   , 4.0      ,00000,EL ABBADI A                   ,                              ,                              ,S,L,R,00060,0060 ,C,Y, ,M W    ,0930,1045,PHELP2516 ,0060,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   138  ,0101,08094,AUT & FORML LANG   , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,   R   ,0900,0950,387  103  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   138  ,0102,08102,AUT & FORML LANG   , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00021,0021 ,C,Y, ,   R   ,1000,1050,387  103  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   154  ,0100,08110,COMPUTER ARCHITECT , 4.0      ,00000,FRANKLIN D M                  ,                              ,                              ,S,L,R,00095,0095 ,C,Y, ,M W    ,1400,1515,BUCHN1930 ,0100,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   154  ,0101,08128,COMPUTER ARCHITECT , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,   R   ,1600,1650,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   154  ,0102,08136,COMPUTER ARCHITECT , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,   R   ,1700,1750,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   154  ,0103,08144,COMPUTER ARCHITECT , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,   R   ,1800,1850,PHELP3525 ,0025,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   162  ,0100,08151,PROGRAM LANGUAGES  , 4.0      ,00000,HARDEKOPF B C                 ,                              ,                              ,S,L,R,00060,0060 ,C,Y, ,M W    ,1700,1815,PHELP2516 ,0060,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   162  ,0101,08169,PROGRAM LANGUAGES  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00060,0060 ,C,Y, , T     ,1000,1050,PHELP2510 ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   165A ,0100,48306,ARTIF INTELLIGENCE , 4.0      ,00000,YAN X                         ,                              ,                              ,S,L,R,00050,0050 ,C,Y, ,M W    ,1230,1345,PHELP2524 ,0055,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   165A ,0101,48314,ARTIF INTELLIGENCE , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00050,0050 ,C,Y, ,    F  ,1000,1050,PHELP2524 ,0055,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   170  ,0100,08193,OPERATING SYSTEMS  , 4.0      ,00000,ZHAO B Y                      ,                              ,                              ,S,L,R,00060,0060 ,C,Y, , T R   ,1100,1215,387  101  ,0065,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   170  ,0101,08201,OPERATING SYSTEMS  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, , T     ,1300,1350,PHELP2510 ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   170  ,0102,08219,OPERATING SYSTEMS  , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C,Y, ,   R   ,1000,1050,PHELP2510 ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   171  ,0100,54577,DISTRD SYSTEMS     , 4.0      ,00000,MOSER L E                     ,                              ,                              ,S,L, ,00020,0020 ,C, , , T R   ,1100,1215,PHELP2524 ,0055,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   176C ,0100,08268,ADV TOP INT COMP   , 4.0      ,00000,BELDING E M                   ,                              ,                              ,S,L,R,00030,0030 ,C, , ,M W    ,1100,1215,GIRV 1116 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,CMPSC   176C ,0101,08276,ADV TOP INT COMP   , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00030,0030 ,C, , ,    F  ,1100,1150,PHELP1440 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,CMPSC   185  ,0100,08318,HUM-COMP INTERACT  , 4.0      ,00000,HOLLERER T                    ,                              ,                              ,S,L,R,00050,0050 , ,Y, , T R   ,1530,1645,PHELP2524 ,0055,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
