QTR,Course,Section,Enroll Code,TITLE,UNITS,Enrolled,INSTR_1,INSTR_2,INSTR_3,Finals Type,Grading Opt,Sec Status,MAX,Seats,PRE REQ,MAJ Limit,Min Limit,Days_1,Begin_1,End_1,Room_1,Cap_1,Days_2,Begin_2,End_2,Room_2,Cap_2,Days_3,Begin_3,End_3,Room_3,Cap_3,Closed,Delay Sect,Level,Type,Extract
S13,ANTH      2  ,0100,00018,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, ,R,00280,0280 , , , ,M W F  ,0800,0850,MUSICLLCH ,0468,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,ANTH      2  ,0103,00042,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,M      ,1800,1850,PHELP1444 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0104,00059,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,M      ,1600,1650,387  103  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0105,00067,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , , T     ,1700,1750,PHELP1445 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0106,00075,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , , T     ,0800,0850,PHELP1445 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0107,00083,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00026,0026 , , , , T     ,0900,0950,HSSB 1236 ,0026,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0108,00091,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,   R   ,1800,1850,PHELP3534 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0110,00117,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,  W    ,1600,1650,GIRV 2123 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0111,00125,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,  W    ,1500,1550,BSIF 1217 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0112,00133,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,M      ,1600,1650,PHELP1420 ,0030,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      2  ,0113,00141,INTRO CULT ANTHRO  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,    F  ,1400,1450,PHELP1440 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0100,51037,INTRO ARCH         , 5.0      ,00000,SMITH S T                     ,                              ,                              ,S, ,R,00243,0243 , , , ,M W F  ,1100,1150,EMBARHALL ,0247,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,ANTH      3  ,0101,51045,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , , T     ,0800,0850,PHELP1444 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0102,51052,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , ,  W    ,1800,1850,PHELP1444 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0103,51060,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , ,   R   ,1700,1750,PHELP1445 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0104,51078,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , , T     ,0900,0950,PHELP1445 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0105,51086,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , ,   R   ,1800,1850,PHELP1445 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0106,51094,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , ,   R   ,0800,0850,GIRV 2124 ,0030,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0107,51102,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , ,    F  ,1000,1050,PHELP1440 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0108,51110,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , ,  W    ,0800,0850,GIRV 2124 ,0030,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      3  ,0109,51128,INTRO ARCH         , 5.0      ,00000,                              ,                              ,                              ,S, , ,00027,0027 , , , , T     ,1000,1050,PHELP1444 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0100,00158,INTRO  BIO ANTH    , 4.0      ,00000,GAULIN S J                    ,                              ,                              ,S, ,R,00364,0364 , , , ,M W    ,1200,1345,MUSICLLCH ,0468,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,ANTH      5  ,0101,00166,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,M      ,1700,1750,GIRV 2108 ,0036,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0102,00174,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,    F  ,0800,0850,GIRV 2108 ,0036,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0103,00182,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,M      ,1700,1750,PHELP1440 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0104,00190,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , , T     ,1100,1150,PHELP1508 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0105,00208,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , , T     ,1400,1450,GIRV 2112 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0106,00216,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , , T     ,1700,1750,GIRV 2112 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0107,00224,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,  W    ,0800,0850,GIRV 1116 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0108,00232,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,  W    ,1700,1750,GIRV 2108 ,0036,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0109,00240,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,  W    ,1800,1850,PHELP1440 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0110,00257,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,   R   ,1800,1850,GIRV 1116 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0111,00265,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,   R   ,1100,1150,PHELP1508 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0112,00273,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,    F  ,0800,0850,GIRV 2124 ,0030,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      5  ,0113,00281,INTRO  BIO ANTH    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00028,0028 , , , ,    F  ,1600,1650,GIRV 2124 ,0030,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      7  ,0100,00299,INTRO BIOSOC ANTH  , 4.0      ,00000,TOOBY J                       ,                              ,                              ,S, ,R,00180,0180 , , , ,   R   ,1700,1950,GIRV 1004 ,0206,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,ANTH      7  ,0101,00307,INTRO BIOSOC ANTH  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00030,0030 , , , , T     ,0800,0850,GIRV 2123 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      7  ,0102,00315,INTRO BIOSOC ANTH  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00030,0030 , , , , T     ,1800,1850,GIRV 2112 ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      7  ,0103,00323,INTRO BIOSOC ANTH  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00030,0030 , , , ,    F  ,0900,0950,PHELP3534 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      7  ,0104,00331,INTRO BIOSOC ANTH  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00030,0030 , , , ,M      ,1600,1650,387  104  ,0042,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      7  ,0105,00349,INTRO BIOSOC ANTH  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00030,0030 , , , ,M      ,1400,1450,BSIF 1217 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      7  ,0106,00356,INTRO BIOSOC ANTH  , 4.0      ,00000,                              ,                              ,                              ,S, , ,00030,0030 , , , ,M      ,1500,1550,PHELP1448 ,0035,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,S,20130131
S13,ANTH      9  ,0100,51136,METHODS HUMAN SCI  , 4.0      ,00000,BLACKWELL A D                 ,                              ,                              ,S, , ,00026,0026 ,C, , ,M W    ,0930,1045,SSMS 1304 ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,ANTH     99  ,0100,00364,INDEPENDENT STUDIES, 1.0- 4.0 ,00000,                              ,                              ,                              ,N, , ,00001,0001 ,Y, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,L,P,20130131
S13,ANTH    100  ,0100,00372,BASIC ARCH CONCEPTS, 4.0      ,00000,JOCHIM M A                    ,                              ,                              ,S, , ,00048,0048 ,C, , ,M W F  ,1000,1050,GIRV 2128 ,0070,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    103C ,0100,54288,ANTHRO OF KOREA    , 4.0      ,00000,PAI H I                       ,                              ,                              ,S, , ,00020,0020 , , , , T R   ,0930,1045,PSYCH1924 ,0109,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    125  ,0100,51151,ANTHRO OF GENDER   , 4.0      ,00000,                              ,                              ,                              ,S, , ,00075,0075 , , , , T R   ,1400,1515,HSSB 1173 ,0075,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    130C ,0100,50989,GLOBAL FOOD SYSTEMS, 4.0      ,00000,STONICH S C                   ,                              ,                              ,S,L,R,00014,0014 ,C, , , T R   ,1100,1215,HSSB 4202 ,0024,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    130C ,0101,50997,GLOBAL FOOD SYSTEMS, 4.0      ,00000,                              ,                              ,                              ,S,L, ,00010,0010 ,C, , , T     ,1400,1450,HSSB 4201 ,0024,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,ANTH    130C ,0102,51003,GLOBAL FOOD SYSTEMS, 4.0      ,00000,                              ,                              ,                              ,S,L, ,00010,0010 ,C, , , T     ,1600,1650,HSSB 3202 ,0024,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,ANTH    130C ,0103,51011,GLOBAL FOOD SYSTEMS, 4.0      ,00000,                              ,                              ,                              ,S,L, ,00010,0010 ,C, , ,  W    ,1000,1050,HSSB 2201 ,0020,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,S,20130131
S13,ANTH    134  ,0100,51169,MDRN CULT LATIN AME, 4.0      ,00000,                              ,                              ,                              ,S, , ,00075,0075 , , , , T R   ,0800,0915,HSSB 1174 ,0095,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    143F ,0100,51177,ARCHAEOLOGY ETHICS , 4.0      ,00000,WILSON G D                    ,                              ,                              ,S, , ,00025,0025 ,C, , , T R   ,0930,1045,HSSB 1211 ,0026,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    153S ,0100,00463,EVO HUMAN SEXUALITY, 4.0      ,00000,GAULIN S J                    ,                              ,                              ,S, , ,00075,0075 , , , ,M W    ,1530,1645,HSSB 1174 ,0095,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    160  ,0100,51185,CULT ECOLOGY       , 4.0      ,00000,JOCHIM M A                    ,                              ,                              ,S, , ,00150,0150 ,C, , , T R   ,0930,1045,EMBARHALL ,0247,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    166FP,0100,51029,SM SCALE FOOD PROD , 5.0      ,00000,CLEVELAND D A                 ,                              ,                              ,S, , ,00010,0010 ,C, , ,M W    ,1230,1345,HSSB 1231 ,0026,  W    ,1400,1650,OFF  CAMP ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    168  ,0100,00497,RURAL CALIFORNIA   , 4.0      ,00000,                              ,                              ,                              ,S,L, ,00025,0025 , , , ,M W    ,1530,1645,PHELP1508 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    169  ,0100,00505,EVOLUT COOPERATION , 4.0      ,00000,GURVEN M D                    ,                              ,                              ,S, , ,00030,0030 ,C, , , T R   ,0930,1045,GIRV 2127 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    177AB,0100,51193,HUM REPR ECOL ENDOC, 4.0      ,00000,BLACKWELL A D                 ,                              ,                              ,S, , ,00075,0075 ,C, , , T R   ,1700,1815,HSSB 1173 ,0075,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    178  ,0100,00521,INTERN ARCHAEO REC , 1.0- 4.0 ,00000,GAMBLE L H                    ,                              ,                              ,S,P, ,00012,0012 ,Y, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    180B ,0100,00539,OSTEOLOGY          , 4.0      ,00000,KURIN D S                     ,                              ,                              ,S, , ,00023,0023 ,C, , ,M W    ,1530,1645,HSSB 1021 ,0023,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    182M ,0100,51201,INTRO LITHIC ANALYS, 4.0      ,00000,WILSON G D                    ,                              ,                              ,S,L, ,00024,0024 , , , , T R   ,1230,1345,HSSB 3201 ,0024,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    190  ,0100,00570,CULT ANTH INTERN   , 1.0- 4.0 ,00000,                              ,                              ,                              ,S, , ,00015,0015 ,Y, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,ANTH    194  ,0100,00588,FLD TRNG ARCH      , 1.0- 8.0 ,00000,                              ,                              ,                              ,N, , ,00001,0001 ,C, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,ANTH    194P ,0100,00596,PRACTICUM FIELD/LAB, 1.0- 4.0 ,00000,                              ,                              ,                              ,S, , ,00010,0010 ,C, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,ANTH    195A ,0100,00604,SR HONORS PROGRAM  , 4.0      ,00000,                              ,                              ,                              ,N,L, ,00001,0001 ,Y,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,ANTH    195B ,0100,00612,SR HONORS PROGRAM  , 4.0      ,00000,                              ,                              ,                              ,N,L, ,00001,0001 ,Y,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,ANTH    197DK,0100,56408,SPECIAL COURSES    , 4.0      ,00000,KURIN D S                     ,                              ,                              ,S, , ,00048,0048 , , , , T R   ,1700,1815,GIRV 1112 ,0048,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    197JH,0100,56416,SPECIAL COURSES    , 4.0      ,00000,HOELLE J A                    ,                              ,                              ,S, , ,00075,0075 , , , ,M W    ,0930,1045,SH   1431 ,0095,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    197MS,0100,56390,SPECIAL COURSES    , 4.0      ,00000,                              ,                              ,                              ,S, , ,00075,0075 , , , ,M W    ,1700,1815,HSSB 1174 ,0095,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ANTH    198  ,0100,00620,INDEP READINGS ANTH, 1.0- 5.0 ,00000,                              ,                              ,                              ,N, , ,00001,0001 ,C, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,ANTH    199  ,0100,00638,INDEP STUDIES ANTH , 1.0- 5.0 ,00000,                              ,                              ,                              ,N, , ,00001,0001 ,Y, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,ANTH    199RA,0100,00646,RESEARCH TRAINING  , 1.0- 5.0 ,00000,                              ,                              ,                              ,S, , ,00001,0001 ,C, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,U,P,20130131
S13,ANTH    206AV,0100,56424,CUR PROBS IN ARCH  , 4.0      ,00000,VANDERWARKER                  ,                              ,                              ,N, , ,00008,0008 , , , , T     ,1400,1650,HSSB 2001A,0040,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,ANTH    232  ,0100,51250,GRADUATE PROSEMINAR, 1.0      ,00000,WILSON G D                    ,                              ,                              ,N,P, ,00025,0025 , , , ,    F  ,1500,1700,HSSB 2001A,0040,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,ANTH    234  ,0100,00679,ADV EVOLUTION PSYCH, 4.0      ,00000,TOOBY J                       ,                              ,                              ,N, , ,00015,0015 , , , ,  W    ,1430,1720,HSSB 1010 ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,ANTH    240C ,0100,00695,RSCH SEM CULT ANTH , 4.0      ,00000,HANCOCK M E                   ,                              ,                              ,N,L, ,00015,0015 , , , ,M      ,1400,1650,HSSB 2018 ,0016,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,ANTH    241  ,0100,00703,CONT. TOP. BIO ANTH, 1.0      ,00000,BLACKWELL A D                 ,                              ,                              ,N,P, ,00020,0020 , , , ,  W    ,1300,1400,HSSB 2018 ,0016,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,ANTH    244  ,0100,00711,PEDAGOGY - BIO ANTH, 1.0      ,00000,GAULIN S J                    ,                              ,                              ,S,L, ,00020,0020 , , , ,M      ,1400,1500,HSSB 1016 ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,ANTH    250JP,0100,51268,METHOD AND THEORY  , 4.0      ,00000,                              ,                              ,                              ,N, , ,00008,0008 , , , , T     ,1400,1650,HSSB 2018 ,0016,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,ANTH    250VP,0100,51276,METHOD AND THEORY  , 4.0      ,00000,SMITH S T                     ,DIGESER E D                   ,BROOKS J F                    ,N, , ,00025,0025 , , , ,    F  ,1830,2130,HSSB 4020 ,0050,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,G,P,20130131
S13,ANTH    501  ,0100,00729,TA PRACTICUM       , 4.0      ,00000,                              ,                              ,                              ,N,P, ,00020,0020 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,ANTH    594  ,0100,00737,FIELD RESEARCH TRNG, 2.0-12.0 ,00000,                              ,                              ,                              ,N, , ,00010,0010 ,Y, , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,ANTH    596  ,0100,00745,DIR READING & RSCH , 2.0- 6.0 ,00000,                              ,                              ,                              ,N, , ,00030,0030 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,ANTH    597  ,0100,00752,IND STUDY M.A. COMP, 2.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00010,0010 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,ANTH    598  ,0100,00760,MA & PRE-CAND PREP , 2.0-12.0 ,00000,                              ,                              ,                              ,N,P, ,00015,0015 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,ANTH    599  ,0100,00778,PH D DISS PREP     , 2.0-12.0 ,00000,                              ,                              ,                              ,N,P, ,00021,0021 , , , ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, ,I,G,P,20130131
S13,ART  CS  15  ,0100,00786,ART COLLOQUIUM     , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,ART  CS  15  ,0200,00794,ART COLLOQUIUM     , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,ART  CS  15  ,0300,00802,ART COLLOQUIUM     , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,L,P,20130131
S13,ART  CS 101  ,0100,00810,DRAWING & PAINTING , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 101  ,0200,00828,DRAWING & PAINTING , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 101  ,0300,00836,DRAWING & PAINTING , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 101  ,0400,00844,DRAWING & PAINTING , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 101  ,0500,00851,DRAWING & PAINTING , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 101  ,0600,00869,DRAWING & PAINTING , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 102  ,0100,00877,THEMES             , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 102  ,0200,00885,THEMES             , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 102  ,0300,00893,THEMES             , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 102  ,0400,00901,THEMES             , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
S13,ART  CS 104  ,0100,00919,PRINTS             , 1.0- 6.0 ,00000,                              ,                              ,                              ,N,P, ,00000,0    , ,Y, ,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000,       ,    ,    ,          ,0000, , ,U,P,20130131
